data_name,data_name_kr,acronym,dtype,category,org,access,spatial,temporal,temporal_res,volume,instruments,params,fmt,usage,availability,notes,freq,reuse,priority,report_list
National Waterworks Information System,국가상수도정보시스템,N/A,DB_system,"시설운영관리정보, 상수원관리정보",K-water (국가수도정보센터),internal_DB,national,2008–2022,real-time or periodic,전국 취수/정수/배수 시설 상세 정보,Not in source,"시설 제원, 가동 상태, 생산량, 유입량 등",DB,상수도통계 입력 시스템 개선 및 데이터 연계 방안 검토에 참조,internal_only,수도사업자가 통계 기초자료를 직접 입력하는 시스템,1,Low,Optional,상수도통계 개선 및 활용성 강화방안 연구_2023.02.13_상수도통계 개선 및 활용성 강화방안 연구.pdf.pdf
Local Public Enterprise Settlement Report,지방공기업 결산보고서,N/A,administrative,finance,행정안전부 (Ministry of the Interior and Safety),public_portal,national (122개 상수도 지방공기업),Not in source,annual,"재무제표, 예산결산보고서 등 다수 서류",통합결산시스템,"수익, 비용, 자산, 부채, 자본, 세입/세출, 경영분석지표",PDF,상수도통계 경영분야 항목의 정확성 검증 및 일치성 분석을 위한 비교 데이터로 활용,open,지방공기업법에 따른 회계감사 및 결산 승인 절차를 거친 데이터,1,Low,Optional,상수도통계 개선 및 활용성 강화방안 연구_2023.02.13_상수도통계 개선 및 활용성 강화방안 연구.pdf.pdf
Pilot Station Measurement Data,시범지역(청산취수장) 직접 계측 자료,N/A,field_measurement,"water level, water temperature",K-water,field_collection,충북 옥천군 청산취수장 (보청천),2020.12.12–2020.12.16 (초기 관측),5-min/10-min,"복류수, 지하수, 하천수위 관측정 각 1개소","Solinst Levelogger, 수동수위측정기, RTK 측량장비","수위, 수온, 대기압",Not in source,미계측 하천 취수지점의 가뭄 모니터링 체계 검증 및 수위-수온 특성 분석,internal_only,연구 목적의 시범 설치 데이터로 K-water에서 직접 수집 및 관리,1,Low,Optional,미계측 하천 취수지점의 가뭄판단 및 예측을 위한 분석체계 구축_2021.02.08_하천수 취수지점의 가뭄평가.pdf.pdf
Water Pollution Total Load Management Monitoring,수질오염총량측정망,N/A,hydrological,streamflow_and_quality,Ministry of Environment,public_portal,"Churyeong A, Seombon A, Seombon B",2019-2023,weekly,3 points,flow_meter,"flow rate, water temperature, DO, BOD, COD, SS, T-N, T-P, TOC",Not in source,Input and calibration data for the HSPF watershed model.,open,Critical for calculating pollutant delivery loads.,1,Low,Optional,옥정호 녹조발생 원인조사 및 대책연구_2026.02.10_옥정호 녹조발생 원인조사 및 대책 연구.pdf.pdf
Pollution Source Inventory (2022),전국오염원조사 자료(2022),WEMS,administrative,pollutant_load,National Institute of Environmental Research / Local Governments,internal_DB,"Seomjingang Dam Watershed (Jeongeup, Imsil, Sunchang, Jinan)",2022,annual,"Population, livestock count, industrial wastewater volume",Not in source,"Human population, livestock heads, land use area, wastewater discharge",Not in source,Calculation of pollutant generation and discharge loads in the watershed.,restricted,Baseline data for the 2022 pollutant load analysis.,1,Low,Optional,"실질적 아시아 물 문제 해결을 위하나 입법,정책적 접근방안 연구_2021.02.05_실질적 아시아 물문제 해결.pdf.pdf"
Reservoir Internal Water Quality Field Survey,호소 내 수질조사 및 분석,N/A,field_measurement,biological,K-water (contracted to ET Water),field_collection,"6 points (Bung-eo Island, Unam Bridge, Intake, Dam front)",2023.11 - 2024.12,weekly/bi-weekly,17 survey rounds,"Water sampler, microscope","cyanobacteria cell count, Microcystin, general water quality",Report,Analyzing the direct cause of algal blooms and validating the AEM3D model.,internal_only,Primary data collected specifically for this research project.,1,Low,Optional,옥정호 녹조발생 원인조사 및 대책연구_2026.02.10_옥정호 녹조발생 원인조사 및 대책 연구.pdf.pdf
Asan Water Environment Center RO Model Plant Operation Data,아산 신도시 물환경 센터 RO 모형 플랜트 운영 데이터,N/A,field_measurement,water quality/hydrological,K-water (Asan Water Environment Center),field_collection,Asan New City Water Environment Center,2020.11.02–2020.12.22,daily,approx. 50 days of data,"PLC&HMI monitoring system, Digital Titrator (HACH), 2100Q is","pH, temperature, TDS, inlet pressure, flow rate, flux, recovery rate, conductivity",Not in source,Used to analyze membrane fouling effects and concentrate properties by recovery rate for optimization of reuse facilities.,internal_only,Verified production water TDS (average 5.37 mg/L) and 15% reduction in normalized permeate flow.,1,Low,Optional,용수 수요 특성을 고려한 하·폐수 재이용 최적화 기술 개발_2021.02.08_용수 수요 특성을 고려한 하폐수.pdf.pdf
UN SDGs Database,UN 지속가능발전목표 데이터베이스,UN SDGs,administrative,ecology,United Nations,public_portal,global,2016–2030,Annual,"17 goals, 169 targets",Indicator tracking,"SDG 6 (Clean water), SDG 12, SDG 17",Not in source,Used to align the water certification program with international development targets.,open,Framework for international development cooperation.,1,Low,Optional,UNESCO 도시 물관리 우수인증제도 시범사업 추진 및 발전방안 연구_2023.02.13_UNESCO 도시 물관리 우수인증제도 시범사업 추진 및 발전방안 연구.pdf.pdf
Apartment Electricity Usage Data,분석대상 아파트 전력사용 데이터,N/A,administrative,other,신동백 롯데캐슬 에코아파트,other,용인시 (신동백 롯데캐슬 에코아파트),2021,monthly,"약 2,000세대 규모",전력량계,"피크전력, 총사용량, 세대 사용량, 공동설비 사용량, 전기요금",Table,"마이크로 수력발전 도입 시의 전기요금 절감 효과 및 경제성 분석(B/C, NPV)을 위한 기초 자료로 활용",restricted,하계 요금제 기준 월단위 데이터 분석에 활용,1,Low,Optional,상수관망 에너지 최적 활용 및 분석 기술_2023.02.13_상수관망 에너지 최적 활용 및 분석 기술.pdf.pdf
Korea Power Exchange SMP and REC Data,전력거래소 SMP 및 REC 데이터,SMP/REC,administrative,other,Korea Power Exchange (전력거래소),public_portal,national,2016-2021,hourly,Not in source,Not in source,"계통한계가격 (SMP), 신재생에너지 공급인증서 (REC) 가격",Digital,PPA 참여 시의 발전 전력 판매 수익 계산 및 경제성 분석에 활용,open,2021.07.12 SMP 및 2021.07.13 REC 평균 가격 적용,1,Low,Optional,상수관망 에너지 최적 활용 및 분석 기술_2023.02.13_상수관망 에너지 최적 활용 및 분석 기술.pdf.pdf
Agricultural Infrastructure Statistics Yearbook,농업생산기반정비통계연보,N/A,administrative,other,"Ministry of Agriculture, Food and Rural Affairs (농림축산식품부), Korea Rural Community Corporation (한국농어촌공사)",public_portal,national,1975–2018,annual,전국 농경지 및 수리시설물 통계,statistical report,"경지면적(논, 밭), 수리시설물 현황(저수지, 양수장 등), 수리답 면적",PDF/Table,농업용수 기초 현황 조사 및 경지면적 변화 추이 분석,open,"2018년 기준 전국 수원공 72,610개소 정보 포함",1,Low,Optional,농업용수 산정방법 개선을 통한 효율적 활용 방안 연구_2021.02.10_농업용수 산정방법 개선.pdf.pdf
Soyanggang Dam Resident Perception Survey,소양강댐 주변지역 주민인식도 조사,N/A,survey,social_value,"K-water, Gangwon Research Institute",field_collection,"Chuncheon, Yanggu, Inje (Soyanggang Dam area)",2019.08–2020.04,One-time,120 samples,Questionnaire,"Awareness of support systems, satisfaction levels, preferred support projects, improvement suggestions",Paper form / Digital summary,Analyzed to identify problems with current support projects and propose improvements for social value creation.,internal_only,Survey targeted residents in dam-affected areas.,1,Low,Optional,소양강댐 주변지역 사회적 가치 창출방안_2021.02.10_소양강댐 주변지역 사회적가치.pdf.pdf
Soyanggang Dam Hydrological Data,소양강댐 수문 데이터,N/A,hydrological,streamflow,K-water,internal_DB,Soyanggang Dam Basin,2010–2019 (Recent 10 years),Monthly average,"6 warning stations, 10 water level stations, 13 rainfall stations","Water level gauges, rain gauges, discharge sensors","Inflow rate, discharge rate, water level (EL.m), storage volume",Not in source,Used to analyze the dam's function and propose expansion strategies for water supply and heatwave mitigation.,open,Primary data for dam operation and basin management.,1,Low,Optional,소양강댐 주변지역 사회적 가치 창출방안_2021.02.10_소양강댐 주변지역 사회적가치.pdf.pdf
Medium-scale Flume Experiment Data,중규모 개수로 실험 데이터,N/A,field_measurement,hydrological,Myongji University,field_collection,Indoor flume (L 2m) and Outdoor flume (L 10m),Study period,event-based,"Series M1, M2, M3, M4, L5","Rhodamine sensors, Monitoring cameras","Rhodamine concentration, water level, seepage time",TimeSeries data,보 구조물의 하상 덮힘 정도 및 센서 위치에 따른 파이핑 현상 탐지 신뢰도 확보,internal_only,실내외 중규모 수로를 활용한 실증 전 단계 실험,1,Low,Optional,다기능보 수중구조물 안전성 평가를 위한 모니터링 Tool 도입 및 현장실증실험_2024.02.13_다기능보 수중구조물 안전성 평가를 위한 모니터링 Tool 도입 및 현장실증실험.pdf.pdf
Changnyeong-Haman Weir Bed Change Data,창녕함안보 하상변동 데이터,N/A,geospatial,sediment,K-water (inferred),internal_DB,"Nakdong River, Changnyeong-Haman Weir",2013-2020,annual/periodic,"Scour depth up to 22m, length 500m",Bathymetry tools,"Riverbed elevation, scour hole depth/length",GIS shapefile / Image,현장 실증실험의 원형 시설물로서 규모 축척 산정을 위한 차원 해석 기초 자료로 활용,internal_only,4대강 사업 이후 보 안정성 모니터링 결과 자료,1,Low,Optional,다기능보 수중구조물 안전성 평가를 위한 모니터링 Tool 도입 및 현장실증실험_2024.02.13_다기능보 수중구조물 안전성 평가를 위한 모니터링 Tool 도입 및 현장실증실험.pdf.pdf
Field Strain and Vibration Measurement Data,현장 변형률 및 진동 계측 데이터,N/A,field_measurement,other,K-water,field_collection,"남강댐, 강천보 현장",2021–2022,real-time / event-based,Not in source,"전기식/진동현식 변형률계(Strain gauge), 가속도계(Accelerometer), 데이터 수집기(Smart Logger), ND102 센서","변형률(Strain), 응력(Stress), 진동 가속도, 진동수(Frequency), 온도",Digital Data (FFT 분석 포함),수문 가동 및 방류 시 발생하는 실제 응력과 진동을 계측하여 구조 해석 결과와 비교 검증,internal_only,수문 개도량(0.6m 등)에 따른 동적 상태 계측 포함,1,Low,Optional,수문설비 진단기술도입 연구_2023.02.13_수문설비 진단기술도입 연구.pdf.pdf
Nakdong River Estuary Sediment Geochemical Data,낙동강 하구역 퇴적물 지화학 데이터,N/A,field_measurement,sediment,"한양대학교, K-water",field_collection,낙동강 하굿둑 내측 및 외측 (ND1~ND4),"2023.03, 2023.06",총 2회 조사,"4개 정점, 아크릴 코어 채집","아크릴 코어 (내경 10cm, 길이 25cm)","TOC, TN, Fe2+, SO4 2-, HS-, Fe(II), Fe(III), AVS, CRS, S0",Table/CSV,해수 유입 전후 퇴적물 내 지화학적 특성 변화 및 미생물 활동 해석,internal_only,"ND1, ND3는 해수 정체가 발생하는 깊은 골 형태의 정점",1,Low,Optional,낙동강하구 복원을 위한 생지화학적 특성 규명 및 해석 연구_2024.02.13_낙동강하구 복원을 위한 생지화학적 특성 규명 및 해석 연구.pdf.pdf
Nakdong Estuary Biological Stable Isotope Data,낙동강 하구 생물 안정동위원소 데이터,N/A,lab_analysis,ecology,한양대학교,field_collection,"낙동강 하구 (담수, 기수, 해수역)","2023.03, 2023.06","계절별 (봄, 초여름)","어류 22 ~~24종, 저서생물 20~~ 26종","EA-IRMS, GC-IRMS","탄소(δ13C) 및 질소(δ15N) 안정동위원소비, 아미노산 질소 안정동위원소비",Table/JSON,"생태계 먹이망 구조 해석, 영양단계 평가, 기수 생태환경 연속성 평가",internal_only,아미노산 질소 안정동위원소비를 통해 정밀 영양단계 해석 시도,1,Low,Optional,낙동강하구 복원을 위한 생지화학적 특성 규명 및 해석 연구_2024.02.13_낙동강하구 복원을 위한 생지화학적 특성 규명 및 해석 연구.pdf.pdf
Water Environment Information System Sediment Measurement Network,물환경정보시스템 퇴적물측정망,N/A,field_measurement,sediment,국립환경과학원/환경부,public_portal,"남강댐, 안동댐, 충주댐, 영주댐 등 전국 주요 지점",2014–2023,연간 단위 측정값,8대 중금속 측정량,Not in source,"Cu, Pb, Ni, As, Hg, Zn, Cd, Cr (중금속 농도)",공개 데이터,"화학적 노출 실험을 위한 주요 중금속 물질(Pb, As, Cd, Cu) 및 노출 농도 선정 근거로 활용",open,국가 물환경 측정 데이터베이스,1,Low,Optional,어류폐사 원인규명 조사·분석체계 구축방안 연구_2025.02.10_어류폐사 원인규명 조사·분석체계 구축방안 연구.pdf.pdf
